日期,赛事,比赛,市场框架,模拟盘口/价格,模拟方向,赛果,模拟盈亏单位,模型更新
2026-09-05,日职乙,鸟栖沙岩 vs 宫崎棒牛鸟,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,鸟栖沙岩2-0宫崎棒牛鸟,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,日职联,福冈黄蜂 vs 水户蜀葵,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,福冈黄蜂1-1水户蜀葵,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡甲,通德拉 vs 波尔图B队,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,通德拉3-0波尔图B队,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K2联,天安城 vs 华城FC,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,天安城1-1华城FC,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K2联,金海 vs 全南天龙,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,金海2-2全南天龙,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K2联,釜山偶像 vs 安山小绿人,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,釜山偶像0-1安山小绿人,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K2联,龙仁FC vs 水原FC,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,龙仁FC1-1水原FC,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K3联,蔚山市民 vs 庆州水利,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,蔚山市民1-2庆州水利,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K联,FC首尔 vs 仁川联,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,FC首尔1-0仁川联,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K联,全北现代 vs 浦项制铁,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,全北现代2-0浦项制铁,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K联,富川FC vs 大田市民,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,富川FC0-5大田市民,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,韩K联,济州SK vs 蔚山HD,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,济州SK0-0蔚山HD,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中甲,无锡吴钩 vs 延边龙鼎,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,无锡吴钩2-0延边龙鼎,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中甲,长春亚泰 vs 宁波职业足球俱乐部,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,长春亚泰2-0宁波职业足球俱乐部,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中超,武汉三镇 vs 青岛西海岸,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,武汉三镇2-2青岛西海岸,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,乌克甲,罗姆内 vs 普罗比霍洛登卡,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,罗姆内6-0普罗比霍洛登卡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄超,苏维埃之翼 vs 克拉斯诺达尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,苏维埃之翼2-2克拉斯诺达尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,哈萨克超,奥肯咸特普斯 vs 奥达巴斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥肯咸特普斯2-1奥达巴斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德乙,凯泽斯劳滕 vs 达姆施塔特,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,凯泽斯劳滕3-0达姆施塔特,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德乙,沃尔夫斯堡 vs 科特布斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,沃尔夫斯堡4-4科特布斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德乙,荷尔斯泰因 vs 纽伦堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,荷尔斯泰因2-2纽伦堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,弗洛 vs 特罗姆斯达伦,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,弗洛1-0特罗姆斯达伦,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,桑韦肯 vs EIK通斯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,桑韦肯2-0EIK通斯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典甲,韦纳穆 vs 瓦尔贝里,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,韦纳穆1-1瓦尔贝里,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中甲,佛山南狮 vs 大连鲲城,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,佛山南狮0-0大连鲲城,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中甲,南通支云 vs 广东广州豹,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,南通支云1-1广东广州豹,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,斯托克城 vs 查尔顿,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯托克城4-0查尔顿,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,普雷斯顿 vs 布莱克本,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,普雷斯顿2-1布莱克本,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,林肯城 vs 南安普敦,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,林肯城1-1南安普敦,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,彼得堡联 vs 谢周三,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,彼得堡联1-2谢周三,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,维冈竞技 vs 斯托克港,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,维冈竞技0-4斯托克港,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,纽卡斯尔联 vs 伯恩茅斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,纽卡斯尔联2-2伯恩茅斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英足总杯,诺尔 vs 伍斯特,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,诺尔1-1伍斯特,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中超,上海海港 vs 北京国安,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,上海海港0-0北京国安,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中超,大连英博 vs 青岛海牛,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,大连英博2-1青岛海牛,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,中超,山东泰山 vs 深圳新鹏城,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,山东泰山1-1深圳新鹏城,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦乙,法特列斯堡 vs 斯基夫,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,法特列斯堡2-2斯基夫,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦乙,海勒鲁普 vs 布拉布兰,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,海勒鲁普2-1布拉布兰,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦乙,米德法特 vs 阿玛盖尔,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,米德法特1-1阿玛盖尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦乙,罗斯基德 vs VSK奥胡斯,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,罗斯基德1-0VSK奥胡斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦甲,AB格莱萨克瑟 vs 奥尔堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,AB格莱萨克瑟0-2奥尔堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦甲,弗雷德里西亚 vs 埃斯比约,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,弗雷德里西亚1-0埃斯比约,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,乌克甲,普里卡帕亚 vs 亚历山德里亚,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,普里卡帕亚0-0亚历山德里亚,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,切里宾斯克 vs 科斯特罗马斯巴达,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,切里宾斯克0-1科斯特罗马斯巴达,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,列宁格勒达 vs SKA哈巴罗夫斯克,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,列宁格勒达3-2SKA哈巴罗夫斯克,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,叶尼塞 vs 下卡姆斯克石油,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,叶尼塞0-2下卡姆斯克石油,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,哈萨克超,卡斯比阿克套 vs 阿拉木图凯拉特,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,卡斯比阿克套0-3阿拉木图凯拉特,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,普鲁士明斯特 vs 哈韦尔斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,普鲁士明斯特2-1哈韦尔斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,曼海姆 vs SC维尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,曼海姆0-1SC维尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,梅彭 vs 萨尔布吕肯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,梅彭1-6萨尔布吕肯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,罗斯托克 vs 韦恩,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,罗斯托克1-1韦恩,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,雷根斯堡 vs 杜伊斯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,雷根斯堡1-2杜伊斯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,拉脱超,图库姆斯 vs 奥格雷联合,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,图库姆斯2-1奥格雷联合,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,斯吉德 vs 卡积沙斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯吉德4-1卡积沙斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷丙,威瑟汀 vs 哈维瓦,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,威瑟汀1-0哈维瓦,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法乙,兰斯 vs 甘冈,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,兰斯2-2甘冈,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法乙,梅斯 vs 罗德兹,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,梅斯4-1罗德兹,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英足总杯,阿什顿 vs 巴拉福特PA,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,西乙,皇家社会B队 vs 特内里费,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,皇家社会B队1-1特内里费,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,乌克超,梅塔利斯特1925 vs 奥博隆,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,梅塔利斯特19255-0奥博隆,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,拉夫尼茨 vs 奥地利卢斯特瑙,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,拉夫尼茨2-6奥地利卢斯特瑙,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,荷丙,RKAV华伦丹 vs HSV胡克,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,荷丙,哈登堡 vs 特莱弗斯,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,荷丙,格尔德恩 vs 快速男孩,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,荷丙,里积斯堡男孩 vs AFC阿姆斯特丹,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,法丙,奥维涅 vs 奥兰斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥维涅1-1奥兰斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,孔卡诺 vs 蒂翁维尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,孔卡诺2-2蒂翁维尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,巴斯蒂亚 vs 亚眠,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,巴斯蒂亚0-3亚眠,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,巴黎13区竞技 vs 欧巴涅,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,巴黎13区竞技0-0欧巴涅,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,弗勒里梅洛吉斯 vs 维利法兰,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,弗勒里梅洛吉斯6-1维利法兰,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,普瑞兰斯 vs 卡昂,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,普瑞兰斯0-2卡昂,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,永河畔拉罗什 vs 克维伊,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,永河畔拉罗什1-1克维伊,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法丙,维尔赛斯 vs 戛纳,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,维尔赛斯0-3戛纳,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
