日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性
2026-09-04,捷乙,成年联赛T2,伊赫拉瓦 vs 切斯卡阿森纳,2-0,ledger赛果兜底,20260904-TITAN-3040109-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.7/0.75/1.16,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.70，下盘水位1.16，欧赔削弱上盘,下盘,1.160,输,-1.0,-1.000,上盘,0.700,赢,+1.0,+0.700,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,捷乙,成年联赛T2,卡尔维纳 vs 卡列度,2-0,ledger赛果兜底,20260904-TITAN-3040108-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/1.25/1.03,1.25,一球/球半,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.03，欧赔变化不大,下盘,1.030,输,-1.0,-1.000,上盘,0.810,赢,+1.0,+0.810,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,捷乙,成年联赛T2,普罗斯捷约夫 vs 塔波斯科,1-1,ledger赛果兜底,20260904-TITAN-3040111-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.01/0.0/0.83,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.83，下盘水位1.01，欧赔变化不大,下盘,1.010,走,-0.0,0.000,上盘,0.830,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,捷乙,成年联赛T2,维拉斯姆 vs 特里内茨,2-1,ledger赛果兜底,20260904-TITAN-3040113-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.01/1.0/0.83,1,一球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.83，欧赔变化不大,上盘,1.010,走,0.0,0.000,下盘,0.830,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,沙特联,未知分类,艾卜哈 vs 达曼协作,0-1,ledger赛果兜底,20260904-TITAN-3046970-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.97/-0.25/0.91,-0.25,平手/半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.91，下盘水位0.97，欧赔削弱上盘,上盘,0.910,赢,+1.0,+0.910,下盘,0.970,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,卡塔尔联,成年联赛T1,鲁赛尔城 vs 威柯拉,4-0,ledger赛果兜底,20260904-TITAN-3037794-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.07/-0.75/0.75,-0.75,半球/一球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.75，下盘水位1.07，欧赔变化不大,下盘,1.070,赢,+1.0,+1.070,上盘,0.750,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,阿联酋超,成年联赛T1,迪拜祈祷 vs 豪尔费坎,5-2,ledger赛果兜底,20260904-TITAN-3057139-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/1.5/1.04,1.5,球半,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.04，欧赔变化不大,下盘,1.040,输,-1.0,-1.000,上盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,俄甲,成年联赛T2,伊凡诺沃 vs 莫斯科鱼雷,1-4,ledger赛果兜底,20260904-TITAN-3021974-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/-1.0/1.01,-1,一球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位1.01，下盘水位0.81，欧赔变化不大,上盘,1.010,赢,+1.0,+1.010,下盘,0.810,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,奥地利杯,国内杯赛,卡芬堡 vs WSC赫塔威尔斯,0-1,ledger赛果兜底,20260904-TITAN-3062072-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.01/0.25/0.75,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.75，欧赔支持上盘,上盘,1.010,输,-1.0,-1.000,下盘,0.750,赢,+1.0,+0.750,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,德乙,成年联赛T2,比勒菲尔德 vs 圣保利,2-2,ledger赛果兜底,20260904-TITAN-3019119-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.0/1.04,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.85，下盘水位1.04，欧赔支持上盘,上盘,0.850,走,0.0,0.000,下盘,1.040,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,德乙,成年联赛T2,汉诺威96 vs 卡尔斯鲁厄,962-2,ledger赛果兜底,20260904-TITAN-3019121-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.06/1.25/0.83,1.25,一球/球半,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.06，下盘水位0.83，欧赔变化不大,上盘,1.060,赢,+1.0,+1.060,下盘,0.830,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,丹麦甲,成年联赛T2,靴尔科治 vs 希勒罗德,1-1,ledger赛果兜底,20260904-TITAN-2998106-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.95/0.0/0.94,0,平手,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.94，下盘水位0.95，欧赔支持上盘,上盘,0.940,走,0.0,0.000,下盘,0.950,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,丹麦超,成年联赛T1,维堡 vs 利恩比,0-2,ledger赛果兜底,20260904-TITAN-2998236-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.0/0.75/0.89,0.75,半球/一球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.00，下盘水位0.89，欧赔削弱上盘,上盘,1.000,输,-1.0,-1.000,下盘,0.890,赢,+1.0,+0.890,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,土超,成年联赛T1,伊斯坦布尔巴萨克塞尔 vs 加拉塔萨雷,2-3,ledger赛果兜底,20260904-TITAN-3026715-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.89/-1.0/1.0,-1,一球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.00，下盘水位0.89，欧赔削弱上盘,上盘,1.000,走,0.0,0.000,下盘,0.890,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,奥地利杯,国内杯赛,弗洛里茨多夫 vs 布雷根茨,0-0,ledger赛果兜底,20260904-TITAN-3062073-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.77/0.25/0.99,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.77，下盘水位0.99，欧赔变化不大,下盘,0.990,赢半,+0.5,+0.495,上盘,0.770,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,奥地利杯,国内杯赛,瓦勒恩 vs 里德,1-5,ledger赛果兜底,20260904-TITAN-3062074-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.12/-1.75/0.65,-1.75,球半/两球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.65，下盘水位1.12，欧赔变化不大,下盘,1.120,输,-1.0,-1.000,上盘,0.650,赢,+1.0,+0.650,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,法甲,成年联赛T1,里昂 vs 欧塞尔,3-1,ledger赛果兜底,20260904-TITAN-2995329-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.9/1.25/0.99,1.25,一球/球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.90，下盘水位0.99，欧赔变化不大,上盘,0.900,赢,+1.0,+0.900,下盘,0.990,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,瑞典甲,成年联赛T2,北雪平 vs 卢恩斯基尔,2-2,ledger赛果兜底,20260904-TITAN-2914682-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.97/1.25/0.92,1.25,一球/球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.97，下盘水位0.92，欧赔削弱上盘,上盘,0.970,输,-1.0,-1.000,下盘,0.920,赢,+1.0,+0.920,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,瑞典甲,成年联赛T2,奥斯达 vs 北欧联FC,1-2,ledger赛果兜底,20260904-TITAN-2914685-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.87/-0.25/1.02,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.02，下盘水位0.87，欧赔削弱上盘,上盘,1.020,赢,+1.0,+1.020,下盘,0.870,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,非联杯,国内杯赛,希拉尔港 vs 韦尔瓦罗,2-1,ledger赛果兜底,20260904-TITAN-3059374-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.93/0.5/0.83,0.5,半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.83，欧赔变化不大,上盘,0.930,赢,+1.0,+0.930,下盘,0.830,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,南非超,未知分类,理查兹湾FC vs 阿玛祖鲁,1-2,ledger赛果兜底,20260904-TITAN-3041167-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.12/0.0/0.71,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位1.12，下盘水位0.71，欧赔变化不大,上盘,1.120,输,-1.0,-1.000,下盘,0.710,赢,+1.0,+0.710,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,南非超,未知分类,马鲁莫加兰斯 vs 贝联,2-2,ledger赛果兜底,20260904-TITAN-3041166-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.0/1.0,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.00，欧赔支持上盘,下盘,1.000,走,-0.0,0.000,上盘,0.820,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,瑞士甲,成年联赛T2,克里恩斯 vs 乌契,0-2,ledger赛果兜底,20260904-TITAN-3000936-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.2/-0.25/0.71,-0.25,平手/半球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.71，下盘水位1.20，欧赔变化不大,下盘,1.200,输,-1.0,-1.000,上盘,0.710,赢,+1.0,+0.710,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,比乙,成年联赛T2,比斯查 vs 艾斯登,4-2,ledger赛果兜底,20260904-TITAN-3005378-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.75/1.01,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.85，下盘水位1.01，欧赔削弱上盘,下盘,1.010,输,-1.0,-1.000,上盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,比乙,成年联赛T2,登德 vs 瑟兰联,2-0,ledger赛果兜底,20260904-TITAN-3005379-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.8/1.0/1.06,1,一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.06，欧赔变化不大,下盘,1.060,输,-1.0,-1.000,上盘,0.800,赢,+1.0,+0.800,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,沙特联,未知分类,吉达国民 vs 利雅得体育,5-0,ledger赛果兜底,20260904-TITAN-3046971-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.02/1.75/0.86,1.75,球半/两球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.02，下盘水位0.86，欧赔变化不大,上盘,1.020,赢,+1.0,+1.020,下盘,0.860,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,法乙,成年联赛T2,布洛涅 vs 第戎,1-1,ledger赛果兜底,20260904-TITAN-2997708-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.13/0.0/0.76,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.76，下盘水位1.13，欧赔变化不大,下盘,1.130,走,-0.0,0.000,上盘,0.760,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,法乙,成年联赛T2,拉瓦勒 vs 红星,1-2,ledger赛果兜底,20260904-TITAN-2997711-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.21/0.0/0.7,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.70，下盘水位1.21，欧赔削弱上盘,下盘,1.210,输,-1.0,-1.000,上盘,0.700,赢,+1.0,+0.700,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,荷乙,成年联赛T2,埃门 vs 福伦丹,5-3,ledger赛果兜底,20260904-TITAN-2996445-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.08/0.25/0.8,0.25,平手/半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.08，下盘水位0.80，欧赔削弱上盘,上盘,1.080,赢,+1.0,+1.080,下盘,0.800,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,荷乙,成年联赛T2,维特斯 vs 奥斯,2-1,ledger赛果兜底,20260904-TITAN-2996448-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.79/0.75/1.09,0.75,半球/一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.79，下盘水位1.09，欧赔变化不大,上盘,0.790,赢半,+0.5,+0.395,下盘,1.090,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,荷乙,成年联赛T2,赫尔蒙德 vs 芬洛,4-2,ledger赛果兜底,20260904-TITAN-2996446-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.03/0.0/0.85,0,平手,客队,阻下/下盘保护,客队上盘，让球基本稳定，上盘水位0.85，下盘水位1.03，欧赔变化不大,下盘,1.030,赢,+1.0,+1.030,上盘,0.850,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,爱足杯,国内杯赛,沃特福德联队 vs 斯莱戈流浪者,3-0,ledger赛果兜底,20260904-TITAN-3083881-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/1.0/0.97,1,一球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.85，下盘水位0.97，欧赔削弱上盘,下盘,0.970,输,-1.0,-1.000,上盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,乌拉乙,成年联赛T2,LA卢兹 vs 胡拉肯FC,1-3,ledger赛果兜底,20260904-TITAN-3078013-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.0/0.5/0.82,0.5,半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.82，欧赔变化不大,上盘,1.000,输,-1.0,-1.000,下盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,玻利甲,未知分类,奥鲁罗 vs 圣安东尼奥布鲁布鲁,2-0,ledger赛果兜底,20260904-TITAN-3059120-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.7/0.75/1.16,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.70，下盘水位1.16，欧赔削弱上盘,下盘,1.160,输,-1.0,-1.000,上盘,0.700,赢,+1.0,+0.700,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,英超,成年联赛T1,伊普斯维奇 vs 利物浦,0-2,ledger赛果兜底,20260904-TITAN-3003875-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/-1.25/1.07,-1.25,一球/球半,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.07，下盘水位0.82，欧赔削弱上盘,上盘,1.070,赢,+1.0,+1.070,下盘,0.820,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,葡乙,成年联赛T3,桑塔雷 vs 卡尔达斯,0-1,ledger赛果兜底,20260904-TITAN-3080549-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.83/0.25/0.87,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.83，下盘水位0.87，欧赔削弱上盘,下盘,0.870,赢,+1.0,+0.870,上盘,0.830,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,西甲,成年联赛T1,皇家贝蒂斯 vs 皇家马德里,1-0,ledger赛果兜底,20260904-TITAN-3013674-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.96/-1.25/0.93,-1.25,一球/球半,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.93，下盘水位0.96，欧赔削弱上盘,上盘,0.930,输,-1.0,-1.000,下盘,0.960,赢,+1.0,+0.960,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-04,法甲,成年联赛T1,巴黎圣日耳曼 vs 摩纳哥,1-2,ledger赛果兜底,20260904-TITAN-2995332-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.9/1.5/0.99,1.5,球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.90，下盘水位0.99，欧赔变化不大,上盘,0.900,输,-1.0,-1.000,下盘,0.990,赢,+1.0,+0.990,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
