date,match_id,matched_raw,valid,saved_intent,reconstructed_intent,agree,source,home_sign_switch
2026-09-14,3031201,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2941108,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3034779,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2968061,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3048489,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3048490,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2993786,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2993793,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3001604,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3001606,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3021987,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2912890,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2912268,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2912274,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3026729,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3023789,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2914698,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2914700,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2998244,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3001608,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3003146,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3044392,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3030150,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2924129,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2914701,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3001609,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2998483,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3010423,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2996485,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3065790,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3068925,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3068928,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3068929,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3014068,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2993788,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2914396,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2914397,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3003884,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3013691,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3087971,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3074448,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3023479,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3012189,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2926322,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3086406,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,True
2026-09-14,2962625,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3074449,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2940178,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3012185,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2910888,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2926325,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3046024,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2962633,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3011848,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,2997405,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-14,3046025,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-14\20260914T141627Z\snapshot.json,False
2026-09-15,3084562,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3068857,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3068858,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3068859,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3068860,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3056284,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3049666,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260914T232423Z\snapshot.json,False
2026-09-15,3049667,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3047487,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3091352,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3091353,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3059188,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3068861,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3068862,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3090789,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3069005,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3056282,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3056291,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3059455,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3059456,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3046416,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3089594,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3091432,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2954807,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3075235,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3090770,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3048492,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3091363,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3017157,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3068930,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3003104,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2940716,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3072752,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2954808,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3017158,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3048493,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3051304,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3051306,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3051308,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3051309,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3013700,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3000794,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3026045,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3026053,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3026054,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2914695,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2914696,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2914702,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3059457,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3059458,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3084425,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3091441,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3043371,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3013692,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,2996124,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3012829,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3012980,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3012989,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3062657,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3089085,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3089086,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3089087,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3089088,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3065028,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3065044,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3068931,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3072975,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3008214,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3008215,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3002047,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3002048,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3002049,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3027756,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3073629,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3002261,True,True,诱上/阻下,诱上/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3002426,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3011597,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3011598,True,True,降温保护/诱下,降温保护/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3011599,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3011600,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019521,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019522,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019523,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019524,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019525,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019526,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3019527,True,True,阻下/下盘保护,阻下/下盘保护,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3028880,True,True,真实示弱/阻下,真实示弱/阻下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3072969,True,True,真实示强/阻上,真实示强/阻上,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
2026-09-15,3072971,True,True,阻上/诱下,阻上/诱下,True,D:\codex\v4_diagnostics\baseline\raw\shared\2026-09-15\20260915T101005Z\snapshot.json,False
