date,match_id,code,detail
2026-09-13,3001174,rank_missing,no actual cross-match ranking computed
2026-09-13,3001174,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3001173,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3001173,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3001173,rank_missing,no actual cross-match ranking computed
2026-09-13,3001173,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3087483,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3087483,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3087483,rank_missing,no actual cross-match ranking computed
2026-09-13,3087483,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3023783,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3023783,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3023783,rank_missing,no actual cross-match ranking computed
2026-09-13,3023783,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3014508,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3014508,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3014508,rank_missing,no actual cross-match ranking computed
2026-09-13,3014508,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3014888,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3014888,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3014888,rank_missing,no actual cross-match ranking computed
2026-09-13,3014888,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2925341,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2925341,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2925341,rank_missing,no actual cross-match ranking computed
2026-09-13,2925341,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2925340,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2925340,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2925340,rank_missing,no actual cross-match ranking computed
2026-09-13,2925340,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2929728,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2929728,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2929728,rank_missing,no actual cross-match ranking computed
2026-09-13,2929728,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2996148,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2996148,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2996148,rank_missing,no actual cross-match ranking computed
2026-09-13,2996148,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2951650,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2951650,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2951650,rank_missing,no actual cross-match ranking computed
2026-09-13,2951650,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2953366,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2953366,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2953366,rank_missing,no actual cross-match ranking computed
2026-09-13,2953366,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3039885,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3039885,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3039885,rank_missing,no actual cross-match ranking computed
2026-09-13,3039885,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3008229,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3008229,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3008229,rank_missing,no actual cross-match ranking computed
2026-09-13,3008229,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3012291,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3012291,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3012291,rank_missing,no actual cross-match ranking computed
2026-09-13,3012291,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3019132,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3019132,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3019132,rank_missing,no actual cross-match ranking computed
2026-09-13,3019132,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3019136,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3019136,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3019136,rank_missing,no actual cross-match ranking computed
2026-09-13,3019136,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3019131,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3019131,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3019131,rank_missing,no actual cross-match ranking computed
2026-09-13,3019131,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3003571,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3003571,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3003571,rank_missing,no actual cross-match ranking computed
2026-09-13,3003571,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2998243,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2998243,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2998243,rank_missing,no actual cross-match ranking computed
2026-09-13,2998243,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2998247,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2998247,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2998247,rank_missing,no actual cross-match ranking computed
2026-09-13,2998247,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3021981,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3021981,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3021981,rank_missing,no actual cross-match ranking computed
2026-09-13,3021981,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2953371,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2953371,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2953371,rank_missing,no actual cross-match ranking computed
2026-09-13,2953371,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2912272,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2912272,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2912272,rank_missing,no actual cross-match ranking computed
2026-09-13,2912272,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2912269,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2912269,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2912269,rank_missing,no actual cross-match ranking computed
2026-09-13,2912269,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3000818,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3000818,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3000818,rank_missing,no actual cross-match ranking computed
2026-09-13,3000818,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3014073,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3014073,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3014073,rank_missing,no actual cross-match ranking computed
2026-09-13,3014073,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3013683,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3013683,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3013683,rank_missing,no actual cross-match ranking computed
2026-09-13,3013683,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2912897,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2912897,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2912897,rank_missing,no actual cross-match ranking computed
2026-09-13,2912897,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2996147,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2996147,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2996147,rank_missing,no actual cross-match ranking computed
2026-09-13,2996147,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3041177,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3041177,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3041177,rank_missing,no actual cross-match ranking computed
2026-09-13,3041177,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3050532,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3050532,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3050532,rank_missing,no actual cross-match ranking computed
2026-09-13,3050532,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3050919,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3050919,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3050919,rank_missing,no actual cross-match ranking computed
2026-09-13,3050919,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3050917,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3050917,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3050917,rank_missing,no actual cross-match ranking computed
2026-09-13,3050917,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3050540,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3050540,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3050540,rank_missing,no actual cross-match ranking computed
2026-09-13,3050540,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3050535,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3050535,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3050535,rank_missing,no actual cross-match ranking computed
2026-09-13,3050535,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3040735,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3040735,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3040735,rank_missing,no actual cross-match ranking computed
2026-09-13,3040735,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3039889,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3039889,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3039889,rank_missing,no actual cross-match ranking computed
2026-09-13,3039889,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3039886,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3039886,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3039886,rank_missing,no actual cross-match ranking computed
2026-09-13,3039886,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2995339,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2995339,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2995339,rank_missing,no actual cross-match ranking computed
2026-09-13,2995339,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2914699,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2914699,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2914699,rank_missing,no actual cross-match ranking computed
2026-09-13,2914699,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3003882,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3003882,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3003882,rank_missing,no actual cross-match ranking computed
2026-09-13,3003882,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3023785,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3023785,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3023785,rank_missing,no actual cross-match ranking computed
2026-09-13,3023785,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3018811,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3018811,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3018811,rank_missing,no actual cross-match ranking computed
2026-09-13,3018811,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2998246,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2998246,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2998246,rank_missing,no actual cross-match ranking computed
2026-09-13,2998246,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3021982,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3021982,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3021982,rank_missing,no actual cross-match ranking computed
2026-09-13,3021982,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3021979,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3021979,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3021979,rank_missing,no actual cross-match ranking computed
2026-09-13,3021979,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3012297,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3012297,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3012297,rank_missing,no actual cross-match ranking computed
2026-09-13,3012297,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2953367,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2953367,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2953367,rank_missing,no actual cross-match ranking computed
2026-09-13,2953367,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3030148,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3030148,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3030148,rank_missing,no actual cross-match ranking computed
2026-09-13,3030148,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3030152,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3030152,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3030152,rank_missing,no actual cross-match ranking computed
2026-09-13,3030152,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3026730,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3026730,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3026730,rank_missing,no actual cross-match ranking computed
2026-09-13,3026730,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3005390,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3005390,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3005390,rank_missing,no actual cross-match ranking computed
2026-09-13,3005390,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3003572,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3003572,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3003572,rank_missing,no actual cross-match ranking computed
2026-09-13,3003572,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3014507,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3014507,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3014507,rank_missing,no actual cross-match ranking computed
2026-09-13,3014507,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3014075,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3014075,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3014075,rank_missing,no actual cross-match ranking computed
2026-09-13,3014075,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3013685,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3013685,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3013685,rank_missing,no actual cross-match ranking computed
2026-09-13,3013685,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2912273,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2912273,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2912273,rank_missing,no actual cross-match ranking computed
2026-09-13,2912273,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3000820,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3000820,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3000820,rank_missing,no actual cross-match ranking computed
2026-09-13,3000820,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,3000819,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,3000819,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,3000819,rank_missing,no actual cross-match ranking computed
2026-09-13,3000819,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2996463,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2996463,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2996463,rank_missing,no actual cross-match ranking computed
2026-09-13,2996463,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2996151,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2996151,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2996151,rank_missing,no actual cross-match ranking computed
2026-09-13,2996151,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2997524,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2997524,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2997524,rank_missing,no actual cross-match ranking computed
2026-09-13,2997524,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2913142,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2913142,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2913142,rank_missing,no actual cross-match ranking computed
2026-09-13,2913142,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2913139,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2913139,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2913139,rank_missing,no actual cross-match ranking computed
2026-09-13,2913139,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2913145,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
2026-09-13,2913145,legacy_identity_not_certified,legacy selected favorite; lacks Titan signed giving/receiving fields
2026-09-13,2913145,rank_missing,no actual cross-match ranking computed
2026-09-13,2913145,nonunique_snapshot_id,literal filename stem rather than unique timestamp id
2026-09-13,2913144,missing_quote_timestamp,cannot infer quote time from observed_at/file mtime
